opportunity_id,sales_agent,product,account,deal_stage,close_date
1286,Kami Bicknell,MG Advanced,Sunnamplex,Won,2017-03-21
1287,Lajuana Vencill,GTX Basic,Funholding,Won,2017-06-22
1288,Markita Hansen,MG Advanced,Faxquote,Lost,2017-05-13
1289,Marty Freudenburg,GTX Basic,Stanredtax,Won,2017-03-26
1290,Maureen Marcano,GTX Basic,Xx-holding,Lost,2017-05-20
1291,Niesha Huffines,GTXPro,Bioholding,Lost,2017-05-02
1292,Niesha Huffines,GTXPro,Treequote,Lost,2017-05-27
1293,Reed Clapper,GTX Basic,Kan-code,Won,2017-06-27
1294,Reed Clapper,MG Advanced,Gekko & Co,Won,2017-03-07
1295,Rosie Papadopoulos,MG Advanced,Plussunin,Won,2017-03-12
1296,Versie Hillebrand,MG Special,Finhigh,Lost,2017-03-20
1297,Vicki Laflamme,GTXPro,Cheers,Lost,2017-05-11
1298,Zane Levy,GTXPro,Acme Corporation,Engaging,
1299,Zane Levy,GTXPro,UNKNOWN,Engaging,
1300,Zane Levy,GTXPro,Blackzim,Won,2017-06-11
1301,Anna Snelling,GTX Plus Pro,Toughzap,Won,2017-05-29
1302,Boris Faz,GTX Plus Basic,Massive Dynamic,Lost,2017-05-09
1303,Cassey Cress,MG Advanced,UNKNOWN,Engaging,
1304,Daniell Hammack,GTX Basic,UNKNOWN,Engaging,
1305,Daniell Hammack,GTX Plus Basic,Acme Corporation,Won,2017-06-08
1306,Daniell Hammack,GTX Plus Pro,Opentech,Won,2017-03-21
1307,Daniell Hammack,MG Advanced,Condax,Won,2017-03-14
1308,Darcel Schlecht,GTXPro,Streethex,Lost,2017-05-24
1309,Donn Cantrell,GTXPro,Donquadtech,Won,2017-03-23
1310,Hayden Neloms,MG Advanced,Cheers,Won,2017-06-28
1311,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-03-15
1312,James Ascencio,MG Special,Sunnamplex,Lost,2017-05-14
1313,Jonathan Berthelot,MG Special,Domzoom,Won,2017-05-05
1314,Kami Bicknell,GTX Basic,UNKNOWN,Engaging,
1315,Lajuana Vencill,GTX Basic,Cancity,Lost,2017-05-12
1316,Lajuana Vencill,GTX Basic,dambase,Lost,2017-05-21
1317,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-06-06
1318,Lajuana Vencill,GTX Plus Basic,Codehow,Won,2017-05-16
1319,Markita Hansen,MG Special,Blackzim,Engaging,
1320,Marty Freudenburg,MG Special,Scottech,Lost,2017-05-26
1321,Rosie Papadopoulos,MG Special,Bioplex,Engaging,
1322,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Lost,2017-05-19
1323,Versie Hillebrand,GTX Basic,Domzoom,Lost,2017-05-30
1324,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-05-11
1325,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-05-08
1326,Vicki Laflamme,GTX Basic,Konex,Won,2017-06-14
1327,Violet Mclelland,MG Advanced,Newex,Engaging,
1328,Violet Mclelland,MG Special,Betasoloin,Won,2017-03-14
1329,Violet Mclelland,MG Special,Donware,Won,2017-05-19
1330,Boris Faz,GTX Basic,Kan-code,Won,2017-05-18
1331,Cassey Cress,GTX Basic,UNKNOWN,Engaging,
1332,Cassey Cress,GTX Plus Pro,Umbrella Corporation,Won,2017-03-18
1333,Darcel Schlecht,GTX Plus Pro,Scottech,Lost,2017-05-20
1334,Elease Gluck,GTXPro,Singletechno,Won,2017-03-13
1335,Jonathan Berthelot,GTX Basic,Inity,Won,2017-05-31
1336,Kary Hendrixson,MG Special,UNKNOWN,Engaging,
1337,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-06-29
1338,Marty Freudenburg,GTX Basic,Isdom,Won,2017-06-11
1339,Maureen Marcano,GTX Basic,Y-corporation,Won,2017-06-01
1340,Moses Frase,MG Advanced,dambase,Won,2017-06-09
1341,Niesha Huffines,MG Advanced,Finhigh,Won,2017-05-15
1342,Niesha Huffines,MG Advanced,Ron-tech,Won,2017-03-19
1343,Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-05-29
1344,Rosalina Dieter,GTX Plus Basic,Xx-holding,Won,2017-05-29
1345,Rosie Papadopoulos,GTX Plus Basic,UNKNOWN,Engaging,
1346,Rosie Papadopoulos,MG Advanced,Konex,Lost,2017-06-06
1347,Versie Hillebrand,MG Advanced,Domzoom,Lost,2017-05-21
1348,Versie Hillebrand,MG Advanced,Dontechi,Won,2017-05-24
1349,Violet Mclelland,MG Special,Warephase,Engaging,
1350,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-05-22
1351,Zane Levy,GTX Plus Basic,Hottechi,Won,2017-05-31
1352,Anna Snelling,GTX Plus Pro,Globex Corporation,Won,2017-06-11
1353,Boris Faz,GTX Basic,UNKNOWN,Engaging,
1354,Boris Faz,GTX Plus Basic,UNKNOWN,Engaging,
1355,Cassey Cress,GTX Basic,Bluth Company,Lost,2017-06-04
1356,Cecily Lampkin,MG Special,Scottech,Won,2017-03-17
1357,Corliss Cosme,GTX Basic,Donquadtech,Won,2017-03-10
1358,Corliss Cosme,GTXPro,Xx-zobam,Won,2017-03-16
1359,Darcel Schlecht,GTXPro,Funholding,Won,2017-05-28
1360,Donn Cantrell,GTXPro,Vehement Capital Partners,Won,2017-06-10
1361,Elease Gluck,GTXPro,Hottechi,Won,2017-06-07
1362,Garret Kinder,GTXPro,Donware,Won,2017-05-15
1363,Gladys Colclough,GTX Plus Pro,Bioholding,Won,2017-03-11
1364,Gladys Colclough,MG Advanced,Stanredtax,Won,2017-03-21
1365,James Ascencio,GTX Plus Basic,UNKNOWN,Engaging,
1366,James Ascencio,GTX Basic,Y-corporation,Won,2017-03-11
1367,Kary Hendrixson,GTX Basic,Dontechi,Engaging,
1368,Kary Hendrixson,GTX Plus Pro,Blackzim,Lost,2017-05-24
1369,Markita Hansen,MG Advanced,Singletechno,Won,2017-03-15
1370,Maureen Marcano,GTX Plus Basic,Blackzim,Engaging,
1371,Moses Frase,GTX Plus Pro,Toughzap,Won,2017-03-13
1372,Niesha Huffines,GTX Plus Basic,Isdom,Won,2017-06-12
1373,Rosie Papadopoulos,GTX Plus Pro,Condax,Won,2017-05-29
1374,Vicki Laflamme,GTX Basic,Dalttechnology,Engaging,
1375,Violet Mclelland,MG Special,Kinnamplus,Won,2017-05-06
1376,Wilburn Farren,GTX Plus Basic,UNKNOWN,Engaging,
1377,Wilburn Farren,MG Advanced,UNKNOWN,Engaging,
1378,Zane Levy,GTXPro,UNKNOWN,Engaging,
1379,Cassey Cress,MG Advanced,Vehement Capital Partners,Won,2017-05-22
1380,Cecily Lampkin,MG Special,Bioholding,Won,2017-06-03
1381,Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,2017-06-02
1382,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Won,2017-06-27
1383,Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-05-14
1384,Garret Kinder,MG Advanced,Xx-zobam,Won,2017-03-18
1385,Hayden Neloms,GTX Plus Basic,Rantouch,Won,2017-06-16
1386,Hayden Neloms,MG Advanced,Xx-holding,Won,2017-05-19
1387,Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-03-24
1388,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-18
1389,Kami Bicknell,GTX Basic,Zoomit,Won,2017-03-11
1390,Kary Hendrixson,GTXPro,Newex,Won,2017-05-11
1391,Kary Hendrixson,GTXPro,Scotfind,Won,2017-03-19
1392,Lajuana Vencill,MG Advanced,Finhigh,Lost,2017-05-14
1393,Markita Hansen,GTX Basic,Silis,Engaging,
1394,Markita Hansen,GTX Basic,Singletechno,Lost,2017-05-17
1395,Markita Hansen,MG Special,Blackzim,Won,2017-05-07
1396,Markita Hansen,MG Advanced,Faxquote,Won,2017-05-31
1397,Moses Frase,GTX Basic,Betatech,Lost,2017-06-26
1398,Rosalina Dieter,MG Special,Newex,Won,2017-05-28
1399,Rosie Papadopoulos,MG Special,Acme Corporation,Won,2017-06-22
1400,Vicki Laflamme,MG Special,Blackzim,Lost,2017-05-26
1401,Violet Mclelland,GTX Basic,Silis,Lost,2017-05-29
1402,Zane Levy,GTX Basic,Y-corporation,Lost,2017-06-05
1403,Zane Levy,GTX Plus Basic,Plusstrip,Lost,2017-05-27
1404,Anna Snelling,GTX Basic,Inity,Lost,2017-05-22
1405,Anna Snelling,GTX Plus Pro,Hottechi,Lost,2017-05-11
1406,Anna Snelling,GTX Basic,Streethex,Won,2017-06-11
1407,Anna Snelling,MG Special,Zumgoity,Won,2017-06-01
1408,Boris Faz,MG Special,Opentech,Lost,2017-06-08
1409,Cassey Cress,GTXPro,Kan-code,Won,2017-05-25
1410,Corliss Cosme,GTX Plus Basic,UNKNOWN,Engaging,
1411,Daniell Hammack,GTX Basic,Mathtouch,Engaging,
1412,Daniell Hammack,GTX Basic,UNKNOWN,Engaging,
1413,Darcel Schlecht,GTX Plus Basic,Finhigh,Lost,2017-05-15
1414,Darcel Schlecht,MG Special,Bioholding,Lost,2017-05-28
1415,Darcel Schlecht,GTX Basic,Funholding,Won,2017-06-17
1416,Elease Gluck,MG Advanced,Lexiqvolax,Won,2017-03-25
1417,Gladys Colclough,GTX Plus Pro,Isdom,Won,2017-05-16
1418,Gladys Colclough,MG Special,Toughzap,Won,2017-06-08
1419,James Ascencio,MG Special,Zotware,Engaging,
1420,James Ascencio,MG Advanced,UNKNOWN,Engaging,
1421,James Ascencio,GTX Basic,Cheers,Lost,2017-05-23
1422,Kami Bicknell,GTXPro,Cheers,Won,2017-06-17
1423,Marty Freudenburg,MG Special,Codehow,Won,2017-06-01
1424,Maureen Marcano,GTXPro,Dalttechnology,Won,2017-06-09
1425,Versie Hillebrand,MG Advanced,Codehow,Lost,2017-03-13
1426,Violet Mclelland,MG Special,UNKNOWN,Engaging,
1427,Violet Mclelland,MG Special,Vehement Capital Partners,Won,2017-06-22
1428,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-05-18
1429,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-05-12
1430,Anna Snelling,MG Special,Gogozoom,Won,2017-03-19
1431,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-03-20
1432,Cecily Lampkin,MG Advanced,Warephase,Won,2017-05-29
1433,Daniell Hammack,GTXPro,Konex,Won,2017-06-28
1434,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-06-12
1435,Gladys Colclough,GTX Plus Pro,Finhigh,Lost,2017-05-10
1436,James Ascencio,GTX Plus Pro,UNKNOWN,Engaging,
1437,Kary Hendrixson,GTX Basic,UNKNOWN,Engaging,
1438,Kary Hendrixson,GTX Basic,UNKNOWN,Engaging,
1439,Kary Hendrixson,GTX Basic,Kan-code,Lost,2017-05-30
1440,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-03-20
1441,Rosie Papadopoulos,MG Special,Inity,Engaging,
1442,Violet Mclelland,MG Special,Massive Dynamic,Lost,2017-05-29
1443,Violet Mclelland,GTX Plus Basic,Zencorporation,Won,2017-06-28
1444,Zane Levy,MG Special,Newex,Lost,2017-05-05
1445,Anna Snelling,MG Special,Inity,Lost,2017-05-30
1446,Anna Snelling,MG Special,Scottech,Won,2017-03-17
1447,Cassey Cress,GTX Basic,Zotware,Won,2017-05-22
1448,Cecily Lampkin,GTX Plus Basic,Rundofase,Won,2017-06-13
1449,Donn Cantrell,GTX Basic,Silis,Lost,2017-05-19
1450,James Ascencio,MG Advanced,UNKNOWN,Engaging,
1451,James Ascencio,GTX Plus Basic,Lexiqvolax,Lost,2017-06-08
1452,James Ascencio,GTX Basic,J-Texon,Won,2017-06-10
1453,James Ascencio,GTX Plus Pro,Condax,Won,2017-06-12
1454,James Ascencio,GTXPro,Konex,Won,2017-05-22
1455,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-06-06
1456,Kami Bicknell,MG Advanced,Singletechno,Won,2017-03-26
1457,Kary Hendrixson,GTXPro,Green-Plus,Lost,2017-05-07
1458,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-05-24
1459,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-27
1460,Lajuana Vencill,GTX Basic,Codehow,Won,2017-06-17
1461,Maureen Marcano,GTX Basic,Cheers,Lost,2017-06-26
1462,Maureen Marcano,GTXPro,Sunnamplex,Won,2017-05-22
1463,Moses Frase,MG Advanced,Konmatfix,Won,2017-06-04
1464,Versie Hillebrand,GTX Basic,Conecom,Won,2017-05-10
1465,Vicki Laflamme,MG Special,Goodsilron,Won,2017-03-30
1466,Zane Levy,MG Special,UNKNOWN,Engaging,
1467,Anna Snelling,MG Special,Funholding,Lost,2017-05-25
1468,Cassey Cress,GTX Basic,Finjob,Engaging,
1469,Cassey Cress,GTX Plus Pro,Opentech,Won,2017-06-11
1470,Cecily Lampkin,MG Advanced,Streethex,Lost,2017-05-02
1471,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-06-11
1472,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-05-02
1473,Darcel Schlecht,GTXPro,Treequote,Lost,2017-05-26
1474,Elease Gluck,GTX Basic,Finjob,Won,2017-03-31
1475,Elease Gluck,GTX Plus Basic,Labdrill,Won,2017-06-02
1476,Gladys Colclough,GTX Basic,Warephase,Won,2017-06-23
1477,Hayden Neloms,MG Special,Hatfan,Engaging,
1478,Hayden Neloms,MG Special,Y-corporation,Won,2017-06-13
1479,Kami Bicknell,GTXPro,UNKNOWN,Engaging,
1480,Kami Bicknell,GTXPro,Newex,Won,2017-06-02
1481,Lajuana Vencill,GTX Plus Basic,Isdom,Won,2017-05-22
1482,Lajuana Vencill,GTX Plus Pro,Dontechi,Won,2017-05-27
1483,Markita Hansen,GTXPro,Nam-zim,Won,2017-05-03
1484,Maureen Marcano,GTX Basic,Sonron,Won,2017-03-27
1485,Maureen Marcano,GTXPro,Labdrill,Won,2017-06-15
1486,Niesha Huffines,GTX Plus Basic,Finhigh,Lost,2017-05-08
1487,Rosie Papadopoulos,MG Special,Umbrella Corporation,Lost,2017-05-18
1488,Rosie Papadopoulos,MG Advanced,Kinnamplus,Won,2017-06-27
1489,Versie Hillebrand,MG Special,Gogozoom,Won,2017-05-29
1490,Versie Hillebrand,MG Special,Hottechi,Won,2017-06-20
1491,Vicki Laflamme,MG Special,Finjob,Won,2017-05-26
1492,Zane Levy,GTX Basic,Scotfind,Won,2017-03-17
1493,Anna Snelling,GTX Plus Basic,Inity,Won,2017-05-09
1494,Anna Snelling,MG Special,Streethex,Won,2017-05-25
1495,Anna Snelling,MG Special,Warephase,Won,2017-06-08
1496,Boris Faz,GTX Plus Pro,Donquadtech,Lost,2017-03-24
1497,Cassey Cress,MG Advanced,UNKNOWN,Engaging,
1498,Cecily Lampkin,GTX Plus Pro,Konmatfix,Won,2017-05-13
1499,Cecily Lampkin,MG Advanced,Rundofase,Won,2017-03-31
1500,Corliss Cosme,MG Special,Massive Dynamic,Won,2017-03-24
1501,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-05-15
1502,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-03-17
1503,Elease Gluck,MG Special,Sumace,Engaging,
1504,Garret Kinder,MG Special,Donware,Won,2017-05-03
1505,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-06-17
1506,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-05-22
1507,Kary Hendrixson,GTXPro,Dalttechnology,Won,2017-03-30
1508,Kary Hendrixson,GTXPro,Singletechno,Won,2017-06-02
1509,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
1510,Moses Frase,MG Special,Isdom,Won,2017-05-11
1511,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-05-20
1512,Zane Levy,GTXPro,Dalttechnology,Won,2017-06-27
1513,Zane Levy,GTXPro,Sunnamplex,Won,2017-05-22
1514,Boris Faz,GTX Plus Basic,UNKNOWN,Engaging,
1515,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-03-21
1516,Cassey Cress,MG Advanced,Mathtouch,Won,2017-06-13
1517,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
1518,Daniell Hammack,GTX Basic,Massive Dynamic,Won,2017-03-19
1519,Darcel Schlecht,GTXPro,Dontechi,Won,2017-06-20
1520,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-05-22
1521,Darcel Schlecht,MG Special,dambase,Won,2017-05-06
1522,Donn Cantrell,GTXPro,Betasoloin,Won,2017-05-30
1523,Elease Gluck,MG Advanced,Golddex,Won,2017-03-20
1524,Garret Kinder,GTXPro,Xx-zobam,Won,2017-06-06
1525,Gladys Colclough,GTX Basic,Streethex,Won,2017-03-24
1526,Gladys Colclough,MG Special,Finhigh,Won,2017-05-18
1527,Hayden Neloms,MG Advanced,UNKNOWN,Engaging,
1528,Markita Hansen,GTX Basic,The New York Inquirer,Engaging,
1529,Markita Hansen,GTX Plus Pro,UNKNOWN,Engaging,
1530,Marty Freudenburg,GTX Basic,Isdom,Lost,2017-05-17
1531,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2017-03-25
1532,Maureen Marcano,MG Advanced,Blackzim,Won,2017-05-12
1533,Moses Frase,GTX Basic,Streethex,Won,2017-06-03
1534,Moses Frase,MG Advanced,Isdom,Won,2017-03-16
1535,Reed Clapper,GTX Plus Basic,Condax,Lost,2017-06-11
1536,Rosalina Dieter,MG Special,Nam-zim,Lost,2017-03-30
1537,Vicki Laflamme,GTX Plus Pro,Nam-zim,Lost,2017-05-27
1538,Vicki Laflamme,MG Advanced,Finjob,Lost,2017-06-21
1539,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-03-17
1540,Zane Levy,GTXPro,Faxquote,Won,2017-05-22
1541,Cassey Cress,MG Advanced,Massive Dynamic,Lost,2017-06-24
1542,Cassey Cress,GTX Basic,Umbrella Corporation,Won,2017-03-31
1543,Cassey Cress,GTXPro,Betasoloin,Won,2017-05-18
1544,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-05-09
1545,Darcel Schlecht,GTXPro,Treequote,Won,2017-06-21
1546,Darcel Schlecht,MG Special,Rangreen,Won,2017-03-20
1547,Darcel Schlecht,MG Advanced,Dontechi,Won,2017-06-05
1548,Elease Gluck,GTX Basic,Blackzim,Engaging,
1549,Elease Gluck,GTK 500,Cheers,Lost,2017-05-19
1550,Garret Kinder,GTX Plus Pro,Donware,Won,2017-05-20
1551,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-06-28
1552,Kary Hendrixson,GTXPro,UNKNOWN,Engaging,
1553,Kary Hendrixson,GTXPro,Finjob,Lost,2017-05-06
1554,Kary Hendrixson,GTXPro,Kan-code,Won,2017-06-14
1555,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-05-21
1556,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-06-21
1557,Maureen Marcano,GTX Plus Basic,Xx-holding,Lost,2017-05-30
1558,Moses Frase,GTX Plus Pro,Cancity,Won,2017-06-03
1559,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-05-10
1560,Versie Hillebrand,MG Special,Isdom,Won,2017-03-25
1561,Vicki Laflamme,MG Special,Zoomit,Won,2017-06-11
1562,Violet Mclelland,GTXPro,Gekko & Co,Won,2017-06-25
1563,Violet Mclelland,MG Special,Bioplex,Won,2017-06-06
1564,Wilburn Farren,GTX Plus Basic,UNKNOWN,Engaging,
1565,Anna Snelling,GTX Basic,Inity,Won,2017-05-02
1566,Boris Faz,GTX Plus Basic,UNKNOWN,Engaging,
1567,Boris Faz,GTXPro,Donquadtech,Won,2017-06-06
1568,Boris Faz,MG Special,Betasoloin,Won,2017-05-12
1569,Cassey Cress,GTXPro,Bluth Company,Won,2017-05-17
1570,Corliss Cosme,GTXPro,Vehement Capital Partners,Won,2017-06-01
1571,Daniell Hammack,GTX Plus Pro,UNKNOWN,Engaging,
1572,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-06-29
1573,Darcel Schlecht,GTX Basic,Rundofase,Lost,2017-05-02
1574,Hayden Neloms,MG Special,Finjob,Won,2017-05-08
1575,Kami Bicknell,GTX Basic,Iselectrics,Engaging,
1576,Kami Bicknell,GTX Plus Basic,Konex,Engaging,
1577,Kary Hendrixson,GTX Basic,Finjob,Won,2017-05-23
1578,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-05-02
1579,Lajuana Vencill,MG Advanced,Treequote,Won,2017-06-11
1580,Markita Hansen,GTXPro,UNKNOWN,Engaging,
1581,Markita Hansen,MG Special,Cheers,Won,2017-06-03
1582,Maureen Marcano,MG Special,Newex,Won,2017-06-26
1583,Moses Frase,GTX Basic,dambase,Lost,2017-05-23
1584,Moses Frase,GTX Basic,Betatech,Won,2017-06-25
1585,Rosalina Dieter,MG Special,Golddex,Lost,2017-05-20
1586,Rosalina Dieter,MG Special,Hatfan,Lost,2017-05-17
1587,Rosalina Dieter,MG Advanced,Xx-holding,Lost,2017-06-05
1588,Rosie Papadopoulos,GTX Plus Pro,UNKNOWN,Engaging,
1589,Vicki Laflamme,GTXPro,Xx-holding,Won,2017-03-29
1590,Zane Levy,GTX Basic,Cheers,Won,2017-06-07
1591,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-26
1592,Cassey Cress,GTX Basic,Plussunin,Won,2017-06-17
1593,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-05-17
1594,Corliss Cosme,GTX Basic,UNKNOWN,Engaging,
1595,Corliss Cosme,GTX Plus Basic,Konmatfix,Engaging,
1596,Corliss Cosme,GTXPro,Plussunin,Lost,2017-05-03
1597,Darcel Schlecht,MG Special,Codehow,Won,2017-05-27
1598,Elease Gluck,MG Special,Faxquote,Won,2017-06-25
1599,Garret Kinder,MG Advanced,Sumace,Won,2017-05-18
1600,Hayden Neloms,GTX Plus Basic,UNKNOWN,Engaging,
1601,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-06-10
1602,Kary Hendrixson,GTX Plus Pro,UNKNOWN,Engaging,
1603,Kary Hendrixson,GTX Basic,Cheers,Lost,2017-05-08
1604,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-06-11
1605,Kary Hendrixson,MG Special,Green-Plus,Won,2017-05-24
1606,Reed Clapper,GTXPro,Silis,Won,2017-03-27
1607,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-31
1608,Rosalina Dieter,GTX Plus Pro,Finhigh,Engaging,
1609,Rosie Papadopoulos,MG Special,Bioplex,Lost,2017-05-08
1610,Versie Hillebrand,GTX Plus Pro,Dontechi,Lost,2017-05-10
1611,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-05-16
1612,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-06-21
1613,Vicki Laflamme,GTX Plus Pro,UNKNOWN,Engaging,
1614,Violet Mclelland,GTX Basic,UNKNOWN,Engaging,
1615,Violet Mclelland,MG Special,UNKNOWN,Engaging,
1616,Violet Mclelland,MG Special,UNKNOWN,Engaging,
1617,Wilburn Farren,GTXPro,Gekko & Co,Won,2017-05-30
1618,Zane Levy,GTX Plus Basic,Newex,Won,2017-06-02
1619,Zane Levy,MG Special,Singletechno,Won,2017-06-05
1620,Anna Snelling,GTX Plus Basic,Warephase,Lost,2017-05-25
1621,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-05-24
1622,Cassey Cress,GTX Basic,Plussunin,Won,2017-06-18
1623,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-05-09
1624,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-27
1625,Darcel Schlecht,GTXPro,Scottech,Won,2017-06-12
1626,Elease Gluck,MG Special,Scotfind,Lost,2017-05-27
1627,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-05-11
1628,James Ascencio,GTX Basic,UNKNOWN,Engaging,
1629,James Ascencio,GTX Basic,Sonron,Lost,2017-06-22
1630,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-05-26
1631,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-28
1632,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-05-27
1633,Kami Bicknell,GTXPro,Singletechno,Won,2017-05-04
1634,Kami Bicknell,MG Advanced,Labdrill,Won,2017-06-19
1635,Kary Hendrixson,GTXPro,Singletechno,Lost,2017-06-04
1636,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-31
1637,Markita Hansen,MG Special,Konex,Won,2017-06-22
1638,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-06-02
1639,Marty Freudenburg,MG Advanced,Betatech,Won,2017-05-07
1640,Maureen Marcano,GTX Basic,UNKNOWN,Engaging,
1641,Moses Frase,MG Advanced,Finhigh,Won,2017-06-11
1642,Rosalina Dieter,MG Advanced,UNKNOWN,Engaging,
1643,Rosie Papadopoulos,MG Advanced,Rangreen,Engaging,
1644,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
1645,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-05-18
1646,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-05-13
1647,Cassey Cress,GTX Plus Basic,Nam-zim,Engaging,
1648,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-24
1649,Cassey Cress,GTXPro,Umbrella Corporation,Won,2017-03-28
1650,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-22
1651,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-25
1652,Daniell Hammack,GTX Plus Basic,UNKNOWN,Engaging,
1653,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-21
1654,Darcel Schlecht,MG Special,Streethex,Won,2017-06-04
1655,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-30
1656,Gladys Colclough,GTXPro,Condax,Lost,2017-06-26
1657,Gladys Colclough,GTXPro,Streethex,Lost,2017-05-09
1658,Hayden Neloms,MG Advanced,Labdrill,Won,2017-06-16
1659,James Ascencio,GTX Basic,Singletechno,Won,2017-03-26
1660,Kami Bicknell,GTX Basic,Sonron,Lost,2017-05-16
1661,Kami Bicknell,MG Advanced,Kan-code,Won,2017-06-07
1662,Kary Hendrixson,GTX Basic,UNKNOWN,Engaging,
1663,Kary Hendrixson,MG Advanced,Sonron,Lost,2017-06-23
1664,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-29
1665,Moses Frase,MG Advanced,Rangreen,Won,2017-06-23
1666,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-06-24
1667,Versie Hillebrand,MG Special,Warephase,Won,2017-05-27
1668,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-27
1669,Violet Mclelland,MG Special,Bioplex,Won,2017-06-04
1670,Zane Levy,GTXPro,UNKNOWN,Engaging,
1671,Anna Snelling,MG Special,Funholding,Lost,2017-05-19
1672,Boris Faz,GTX Basic,Kan-code,Won,2017-06-12
1673,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-05-23
1674,Corliss Cosme,GTX Basic,Plexzap,Engaging,
1675,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-06-02
1676,Darcel Schlecht,GTX Basic,dambase,Won,2017-06-24
1677,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-30
1678,Elease Gluck,GTK 500,Singletechno,Lost,2017-05-27
1679,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-23
1680,Kami Bicknell,GTX Basic,Cheers,Won,2017-06-23
1681,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-06-24
1682,Maureen Marcano,GTX Plus Basic,UNKNOWN,Engaging,
1683,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-06-02
1684,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-05-06
